name,birth_date,age,children,employment,id,city,email,password,Signed_Up,Elec_January,Elec_February,Elec_March,Elec_April,Elec_May,Elec_June,Elec_July,Elec_August,Elec_September,Elec_October,Elec_Novemeber,Elec_December,Water_January,Water_February,Water_March,Water_April,Water_May,Water_June,Water_July,Water_August,Water_September,Water_October,Water_Novemeber,Water_December,Arnona
Leslie Murphy,1965-02-13,57,3,1,376113,Tel_Aviv_Yaffo,aaronadams@gmail.com,#HvIRCy!(7,1,1370.6210836926982,1169.4475117492095,660.5223014802534,910.8348349884376,730.1694810257736,1002.0864365768474,1176.533977264142,742.403421170733,1274.8418046061247,800.9457975982882,772.3506461711079,1150.3997880871384,77.25018961837627,96.31438922625084,87.02555185585732,84.36700942192569,90.1118396935252,106.94017219565184,106.47910585599104,70.38863862675097,85.65784749252872,94.88741712983892,102.88773921889272,92.72245584570256,1080.6355338571263
Tiffany Lyons,1975-09-07,47,2,0,228441,Tel_Aviv_Yaffo,johntaylor@morris.com,&%9V^5mre2,1,1750.446947001389,1788.6057559991575,877.8563161754608,1768.6454347445756,1234.944765296044,1671.5376789035445,1738.6501058947824,1194.8105081259046,1623.1864478251853,1441.1346851839703,896.3851697425409,1667.3867520923136,138.51364494749674,102.221791654062,151.12714622045192,167.70905754255884,131.0283593557047,133.99176454818345,115.27302951426962,160.34819059534811,158.5031458102121,155.22041961480556,129.26746256899855,128.7294535828068,1332.0688665135478
Robert James,1962-05-14,60,3,1,239165,Petah_Tikva,ithomas@hotmail.com,+QpCJv8&K8,1,1168.5149256283075,1088.3769994550903,804.6943574451824,1032.2229603630408,922.638851213086,888.5287965681671,1198.0899630518088,842.6821518518481,1096.1389457423293,1077.1778569927433,867.5473532599399,1168.747695960331,92.0749386672371,84.88237461505321,81.07144911817028,103.79622402783286,86.49720592868307,110.13916420263598,93.53134084961948,77.7992786862805,66.51205454750173,78.1232129972779,98.52980889417812,84.57916924020272,699.2761298415634
Alexis Mccarthy,1999-11-15,23,0,1,242296,Rishon_LeTsiyon,martin99@gmail.com,LsLpEj&x*9,1,601.5401333996548,741.3639608015911,83.5624650240494,485.9076163833908,291.00575077494926,587.1325792998239,738.8518688631647,26.608325067706943,531.0165458405332,271.69383360599375,164.58796516619657,769.7549851047323,21.014855876848014,57.9053785900732,63.33991523569845,57.71174798951731,59.7083082995497,29.71976043718401,67.54297851444858,35.02181533233242,45.33309079080655,54.09563861840006,54.9239650722616,55.02061549947627,877.9692862879137
Bianca Hinton,1989-02-01,33,1,1,429710,Rishon_LeTsiyon,johnsoncassidy@gmail.com,_61JIq!xZE,1,1270.0468106810097,917.1325231688568,617.8539867676277,725.3030152160178,755.7564924186097,844.5364297258285,910.6401504172636,495.6075556831794,967.5910892513732,645.2606689144131,725.6697065995367,905.4296841143788,78.34788691060818,93.85373078557242,83.42505790051449,104.64472572145404,57.117409533830255,102.3267589500434,82.10201233368113,93.60648999829596,92.952785890518,70.63197319741653,68.0479263331155,87.5564227822339,1033.2067963497884
Daniel Conway,1992-05-05,30,3,1,398119,Tel_Aviv_Yaffo,flewis@gmail.com,)0(Ikt)DBj,1,1228.8974169890666,1385.3654235456945,778.1037389714792,1158.6666839031782,941.5545983237485,899.4213134173486,1189.7630174620026,765.2521364552081,1302.3938097862508,826.553586584861,705.7158538652261,1092.221286580285,105.73514280728772,132.924966495798,119.93248703544626,138.8779566798074,124.08428257316795,98.22446215319349,131.70860119399782,134.31726502873605,132.48708589299423,120.22108220592648,123.817511049879,121.11178171090944,1213.570027283771
Marcus Adams,1971-11-08,51,2,1,344622,Ramat_Gan,davisraymond@meyer.com,&gU+yeZa89,1,1320.0810418319547,1824.6189710553808,716.9646271384186,991.386513811191,931.7802530010636,1082.693075336317,1472.25862375696,897.5317073439405,1524.333940101121,969.0862388593584,1370.0459474407032,1586.4009571104411,105.23095645913912,126.1882775488654,101.52200456278676,142.7918362209479,95.79636728593708,109.05061265848776,94.57445620955296,121.96064560368896,98.76278534757114,87.01055128419779,129.00462614233302,122.9742710871496,876.2742234685659
Justin Garrett,1963-12-10,59,4,1,281974,Ramat_HaSharon,andrew72@gmail.com,I9DNMU&t_E,0,1719.3116488270032,1657.2221750719818,986.313434926998,1458.3386490789435,1724.273533395436,1457.1887529386763,1650.9417476815356,1257.4061947544974,1579.379314270627,1269.4522798758987,1095.1025910530172,1757.5393486186158,157.4340785911479,171.6502361024861,120.22823932959945,141.0580030950232,161.41247864259657,105.78919124725732,114.18009145957504,141.86103354077616,163.3795886483215,130.35288589147433,111.22531538288683,134.15419448666975,1093.0182387332347
Aaron Davidson,1969-09-15,53,1,1,353301,Tel_Aviv_Yaffo,jennifer42@bates.com,P9)Rv@e3%x,1,682.194509790918,492.0860740054213,81.04717312724429,316.929747443195,404.8830168552499,582.0640835807228,430.31360736062334,300.2025062199808,556.6236457046781,436.2479310217679,398.3466911061044,569.2053085723877,34.98889374808322,28.875895100449,31.92272818387265,40.11887402310428,36.67653046912306,32.996036251064425,37.180950681568135,34.045440037918695,34.36946068682198,42.47300668165066,42.052633771399776,32.13868649931764,861.2691028577854
Andrea Dunn,1988-11-25,34,2,1,449082,Tel_Aviv_Yaffo,eric66@gmail.com,yS(0L2gU(_,1,697.5415373155532,689.6793403133579,255.40262747355703,425.57251830556896,475.1325972864031,524.4105751546817,424.3771999399472,227.5748461691603,565.3111020375458,322.4279780106936,472.6644867436733,702.872766998893,45.29290190023233,43.098335593266754,49.36480294519323,40.90428424388804,41.92702060054933,55.38465961163672,34.67154586846285,51.090417185222016,42.64940863205241,49.062400468239545,35.183634713467995,43.55668496769567,1044.6864026523824
Andrew Rodriguez,1983-08-15,39,2,1,368427,Tel_Aviv_Yaffo,nicholsonlauren@hotmail.com,DIS8%Wn9&0,1,1116.966226995152,1136.178957143838,710.8435760247969,1005.2021969115644,1012.667671310962,1013.1170293674028,945.0329024228416,800.9527271428088,851.437384072026,788.4676842836764,1021.288846122082,1380.273632768867,122.78801662841626,120.35657907328802,127.62514827619384,95.26814958230663,119.50755001837165,96.85523981720152,111.56561735091212,107.97361510806849,105.34637404915848,124.49105951592436,109.61866371312512,114.80287412996528,1083.734942234023
Joshua Fox,1965-06-25,57,2,1,442954,Tel_Aviv_Yaffo,chankimberly@yahoo.com,!9C5JXGg)8,1,2042.1611547331163,1680.7851019160375,1341.3046569328146,1248.9979481801654,1556.447917888511,1624.946902585658,1243.1012154218267,1468.2256074367128,1455.05393646701,1484.0295289574613,985.1615272566676,1612.3824712966268,137.3859533573842,123.89849876762814,98.3046683932747,113.5617248816242,149.5579520343842,200.18602610889425,178.59811858249293,150.6675825587605,130.45742097971092,103.47487873553943,144.2161321968044,138.64303641361252,1441.1469774194334
Jeffery Johnson,1992-03-14,30,1,0,453899,Herzliya,thompsonmark@gmail.com,(9gCTw^y_X,0,1545.0551678057786,1008.3613326665368,405.5343471309942,1037.470685961778,673.1607698355415,823.6023200080072,679.2155032701862,873.2992250341065,1157.1022517080016,913.9669310180648,602.1227230493823,1256.269654924056,84.12999954618554,74.84326244306783,130.68085473334446,135.56284678018784,126.959402900118,133.812632878176,142.81034409446633,118.44494902466444,99.27117617031466,127.66522199382788,123.55061198106284,92.4621650436494,375.380929108748
Alexandra Smith,1985-01-20,37,1,1,447312,Tel_Aviv_Yaffo,peggybeard@gmail.com,@(62WFlF#N,1,765.0808571985119,875.4723390939315,301.6254332521243,507.2886019369287,680.8304748942011,710.8493203697287,791.7537302742129,449.8741881809053,845.5036076695601,532.8332029288429,579.0164658566654,741.3722321961397,48.05750268732339,46.3643162057279,65.75336640324396,44.81604859180192,62.36624137907189,87.15009947646482,75.08225214579129,70.8171582828156,70.03551028994467,72.06441339005517,55.08344852988204,45.38511232177236,836.3539152151344
David Maddox,1971-02-13,51,3,1,295288,Ramat_Gan,fherrera@green.com,Cd06Lbsb*(,1,1754.9034495827657,1688.2886939895247,1197.3482252736692,1442.3518717298914,1529.0710337578175,1246.29166802459,1412.9712083722357,966.6382189631196,1490.16917472542,1037.63458203642,1024.748856116708,1230.343658658786,132.22095940028603,120.51878343516154,142.65931384212482,129.01112577003536,133.11219757916535,133.01229605240636,154.3683197073528,104.40439111315548,105.91030282225712,108.41171047635008,141.48465293357242,129.07799050022422,951.722260098224
Jeanne Sloan,1992-01-20,30,1,1,340936,Tel_Aviv_Yaffo,nortonstephanie@clark.com,)Rb@4Ucgk!,1,1312.9884839106228,1085.9136162249183,80.42710247510041,314.1519426504524,823.7714302067092,797.2212300738348,740.6849292240506,610.5102851224939,912.9920730033728,630.8669669891158,707.7797755112513,977.8820631753176,53.94673645526984,88.07402293515803,85.7347156207647,105.686238661332,113.02483312468786,73.19019096060183,93.22832567301784,98.21011934623284,73.62917838773967,109.93367881744796,104.5440837257076,76.48575489943099,1085.384542235537
Michael Trujillo,1968-10-11,54,3,1,352095,Tel_Aviv_Yaffo,wesleymorris@anderson.com,@&fJ8WMdcJ,1,1491.5084664751196,1565.727253274593,998.6030006219372,1072.2615584386965,1208.558251487788,1018.4258000420668,1573.6577884317755,1120.0503861639747,1317.2156451506098,1144.044240213091,1343.8064236983198,1183.7552459376416,138.827616750143,98.0632936900547,116.63032123690806,117.97150681851814,123.67647380274026,92.12980015781277,115.6734963654044,137.8602032779989,110.61550822350812,151.0632637150642,123.80307602777944,143.56362725779377,1346.2989479652144
Kevin Lee,1970-11-03,52,1,1,217409,Ramat_Gan,gjackson@knox-smith.biz,&aCWOa717S,1,1596.5321538395026,1541.0738522256097,862.6400288984562,776.0700188676346,1033.1112947692432,1979.5460026403257,1577.4245373247209,1105.709613666329,1590.3788468190369,1170.450799249804,1403.80958373642,1181.167859660281,103.5529044269016,131.56838897947813,117.31222060417774,119.94817177835088,118.9800893601641,104.2872028767932,106.68707364714672,154.36779255110287,118.96200047175424,85.63336433388534,114.63999770855874,81.81110033923889,556.210413233829
Jeffrey Clark,1963-02-06,59,4,1,334477,Petah_Tikva,michaelbryant@pope-lee.info,62DMeLaY(4,1,2365.49021678196,2429.28629310791,1914.1698271288756,1485.2073328522708,1798.6406246039098,2052.5087011527166,1990.2910473770637,1579.7851599341682,1891.159443887496,1692.6337804775007,1842.5337951661763,2292.7975745626213,214.44452933237503,166.5689414268096,229.55661180915948,213.06473161163112,189.6725412752922,206.1781322303065,174.2400283267183,220.35121633871893,186.9826820359561,202.022450558518,226.9429300506828,192.09690709452585,1145.212591680191
Jasmine Garcia,1973-02-05,49,1,1,305936,Tel_Aviv_Yaffo,coreysutton@hotmail.com,%6HGgDnE_a,0,556.2414524289493,629.8687793490865,198.19589251857732,428.0166979031538,423.2490337981904,431.473767613282,513.1619113794656,258.6897318921034,499.3734637493817,296.252987142914,287.0607121368668,554.167790519303,34.85406756873669,36.54084289403026,35.93602375056445,34.95389222818794,39.27276918341951,26.345112113039185,39.21094385406343,25.05674830313084,39.40611716010643,34.87732985899178,45.45500667298882,36.41894749274398,1049.8544937961767
Alicia May,1989-01-07,33,1,0,282921,Tel_Aviv_Yaffo,villanuevastacey@yahoo.com,&2*FOZxgrQ,1,1326.2525417052425,1245.2295094577494,452.3406564251375,1267.0094412569092,1066.0738303617782,538.4116048575972,1277.013753044919,753.0876900377433,1001.3598089753916,789.7248192530865,844.5883617830656,1687.479649838244,112.1762064995212,127.77958933156737,110.593373152054,112.0040301208928,132.87830855770073,144.20107611590703,111.66659840852022,111.23985865500512,141.95478142082996,178.02823906219402,88.50759685416409,88.21662531939904,956.115252359702
Lawrence Valdez,1999-02-12,23,1,1,270818,Tel_Aviv_Yaffo,david14@mcdaniel-cox.com,e1aFLJyZ#q,1,1015.7215744357524,744.744037087342,343.67689325928745,700.5205103228479,704.4718989751983,698.7174525049169,657.9815559339988,392.8003445221513,989.5236747051388,473.6497243577473,786.1516815812162,1014.814246817086,75.77172537726939,85.07710515000194,82.25762178000822,106.81089848347052,112.38241291127414,87.04899319149492,84.38601650869715,100.26127160219473,84.46174284135311,68.99214506164542,88.84219442442713,95.21469998333473,1161.6352567528074
Joyce Hobbs,1967-11-17,55,4,1,367479,Tel_Aviv_Yaffo,dclements@taylor-evans.biz,G+!Y6T$fXd,1,1890.914983535798,1556.9202278119794,1154.9896086188537,1101.594785839732,1821.7970146128048,1440.9801567353104,1419.1122316603123,1341.4582503373892,1370.426484512558,1429.1708343891337,1409.9137871109206,1629.3054263598033,135.04001530089468,161.08963000392976,119.75210590640388,143.8142198831525,143.31362575247084,154.25120597888116,136.0614475105854,149.6880715003545,186.05595846205836,122.561321371919,142.60312816661292,152.02672845879417,1285.8746153211046
Richard Smith,1984-08-27,38,1,1,257474,Tel_Aviv_Yaffo,christinebradley@harding-hernandez.com,5VdVtrrZ_(,1,597.4830191888612,513.6117582179224,254.01642643223948,265.18863833388457,351.66687133926484,453.69381116329,522.1417153636318,306.9435637792839,413.9763336310278,297.5818350533648,344.6454862208607,349.19444373788576,25.90954033177926,41.51669162253416,37.55384256315312,38.41823640269955,54.42545048677359,32.32490075510986,37.70302852201364,31.825272865762187,25.07380430792947,27.27376366343814,33.68524076299445,24.57060011070164,1167.96926803634
Meagan Perez,1965-12-01,57,1,1,348375,Tel_Aviv_Yaffo,roberttaylor@gmail.com,Hic_G9WgL1,1,885.4157914187537,1134.11767913115,585.1151904354793,699.2364225674753,811.173450650815,756.3161375775024,962.346200888846,636.3345022756179,881.2080827768666,594.9025902380891,745.1582006817412,993.1809960064384,70.24726228401154,44.24618642118477,57.60041748010934,59.126680344296354,60.09618599099122,64.69861501244546,61.474242898543295,72.24666705875181,53.24913328478572,69.64477982585635,70.93699102255785,75.70994873254601,1202.094904959125
Daniel Johnson,1991-05-12,31,3,1,373951,Tel_Aviv_Yaffo,longmichelle@reeves.info,dMAHd+A!#5,1,639.8287740637198,649.495741032769,126.51064714329266,470.8085091404,415.0237294940983,528.7172357919532,641.5474108931948,359.2334803978701,465.18413818657285,368.9441660948653,370.0480076282549,678.3909410720063,44.807815869166255,67.37894615524323,52.596669010816605,59.27469792882208,52.543288886334544,41.78321328282272,39.57497331141632,52.164033271065584,46.64351989811598,39.24411813385628,54.419327277679095,61.57692217049187,1103.730168122343
Jim Atkinson,1983-12-25,39,3,1,360831,Tel_Aviv_Yaffo,corey13@howe-gregory.com,Rz$3dXiWCn,1,727.4584471368383,622.9025076282992,245.1578238074159,505.9981000972848,449.4752810392357,559.5027994751703,559.6979584498752,249.6873775226248,588.8257312475412,304.08897218716174,452.1164750167398,586.1778273239689,50.383555335900994,53.89125012727318,49.03629266157686,45.52802447555468,41.89331254642653,60.46692614578653,50.1979833015836,48.50621050702668,54.06186057322456,40.85145016241963,48.67636289053058,55.56409345305674,1028.63573108098
William Valenzuela,1977-11-11,45,3,1,340854,Tel_Aviv_Yaffo,sarahgonzales@yahoo.com,k_J1Ocje*8,1,1373.7599619480488,1474.124557272314,829.5821602148195,1268.0001048327474,1022.8475204272834,1233.9600377821944,1287.899426043503,990.468659038776,1434.5467615449566,1296.5025905488,961.8787389867708,1541.6111648248134,126.14103855397816,133.80667991828614,136.01682537030223,138.47912419426575,152.84355201629108,65.17976678844678,110.87046007333794,102.69297858860924,120.26818184420526,140.57310030841649,120.57405660668496,151.87451736140372,1187.9241285244716
Dr. Anthony Lee,1987-12-06,35,3,1,437635,Tel_Aviv_Yaffo,psantos@griffin-banks.info,_h3MPxVrsK,1,1775.923210798881,1770.210375295845,783.9349474505767,1164.810720311683,1084.669067228216,1314.9735400869763,1497.7121645645032,998.9984385730976,1516.5922520912804,1211.2841388928384,1603.6645419172412,1575.5561661034692,162.78929809073708,156.44169843553226,130.0789011646347,166.99976972270878,154.9653189385144,156.84319048631517,190.60001239370848,200.185636483563,188.229883104718,142.6703753137887,139.9806234694325,201.3695469015188,1319.9365262601752
Patricia Jimenez,1967-05-07,55,1,1,290211,Tel_Aviv_Yaffo,michelle33@yahoo.com,XWqQ1Rwy*F,1,1229.883085933051,1381.7157992296118,855.6936856245961,740.369992595009,919.6450243003492,1064.8559591525209,1084.9892925377665,896.5036052931478,1046.834792423503,596.6163184150946,848.9372046891294,1177.7153877535477,82.18354159641402,63.40812322818751,108.90292628892036,75.95841712574486,69.2107303935858,48.38719113772201,76.52722036709315,101.79613499183026,76.99987503078243,41.75355405666577,99.65557862561296,90.53326852906368,1168.0707528705364
Kimberly Hill,1996-12-02,26,1,1,466400,Petah_Tikva,stacey25@gmail.com,K*1ruoMvIw,0,1215.3584345318968,918.8131311663584,672.7131743553881,401.536807684619,721.8599717854056,1052.182429172997,1044.952117153985,328.6218914324646,1015.0942152909444,272.6799284083704,628.4681594657962,960.374457526516,129.14366212163864,132.3298816838614,99.43515687648848,126.13231884988278,87.11219338588283,121.0877543417049,126.60869755335838,94.00805841886432,115.165368621465,128.23476744264363,153.52959474647852,111.96461381307633,679.846868573084
Megan Santos,1961-01-08,61,1,1,229251,Herzliya,qstafford@mcdaniel.net,^dJxgtZxy5,1,1140.4619192467894,931.1950042315972,727.383412871943,854.1837875818148,820.5622818085207,1012.7754616532128,865.9569341141274,842.071386379132,1042.0159072446854,713.8900715360992,584.4821728697978,839.7392915177834,32.35492830329625,65.32598695310931,76.15569196049645,52.36600624853871,86.36226871564503,64.87142878705183,57.70193515943878,76.72972189464087,75.84007207129844,81.57476651504304,50.30509040290267,58.506260252910536,593.2385288223961
Sandra Cohen,1994-01-22,28,2,1,343842,Ramat_HaSharon,vsimpson@malone.biz,UbmH2E5n#D,1,1579.5290767536003,1244.386193333599,1104.9662846548774,931.9929381202736,1074.0079085971192,1385.9009694777446,1167.4445528773624,603.0679273977914,1130.03211162982,519.6426448274837,940.1749332660232,1550.0098231671195,120.98924960065736,143.87638117914108,142.81340855356066,161.0281786708992,145.37714786494104,136.24693422381532,121.29444078427862,162.16720469533828,157.09328008714223,128.94221388719777,162.1343203649875,118.96421179568615,711.6157641874883
Courtney Henderson,1977-07-02,45,4,0,402787,Tel_Aviv_Yaffo,kristine20@gardner-jordan.org,j)7GPoW^*D,1,1917.0459134639884,2027.8833418054696,1195.8052624602865,1849.9539717676769,1505.0681423025844,1679.9846782010638,1825.5358258712115,1660.373724360221,1755.7109930321642,1477.2549102451967,1666.7895857625535,2010.496152477122,217.40301612179957,185.60723644380508,137.99016866002438,219.6866167175032,178.53193761985153,201.87257783442232,206.5884148005785,168.88897723421698,195.6169561701248,208.4498536831577,200.4474897695953,233.81752757164023,1422.7771602671107
Timothy Coleman,1998-11-18,24,0,1,407166,Ramat_Gan,porterspencer@hayes.biz,bS*R!qdg@9,1,566.1676071406771,892.3270844974608,190.29251585114457,277.36615909228067,651.1809585405372,627.9720524371378,454.3673452665672,105.3547765044552,551.1607959227778,276.21931964380303,283.2912799357558,567.9605125633489,42.68210297791441,56.04261147522498,39.09671065245204,60.31394371389926,28.162921846135053,41.96021258154361,41.65888035836264,46.54046580569135,33.54431349178273,53.115722063957456,46.87265498742814,53.03381045159409,692.9951752643329
Tammy Adams,1977-09-19,45,2,1,442650,Tel_Aviv_Yaffo,cbyrd@hotmail.com,(XtFvSf_3f,1,1298.0282886517684,1442.3191788272632,912.6547952264648,1029.9857475181316,1293.4190857222231,1219.8854938785012,1170.0824742149543,1170.8216966582204,1201.683745422841,607.088435623345,900.0661021555599,1200.1067777409403,126.6997588413792,84.55041253843115,83.95177922977473,110.86629012800913,114.59952810144124,82.77074736365243,108.79919598486504,119.39421853477816,103.072573018943,109.09524924760836,108.76368531865972,101.31051056518449,1098.848528467694
Anne Clarke,1997-09-09,25,0,1,437042,Herzliya,christopher28@nicholson.biz,_9Zm_oqv&K,1,466.2069882720853,497.0355847374616,142.2676092827345,255.5828783984024,350.80933242855474,311.3284275502494,399.3911387074311,194.19084760778304,431.61137909570925,215.02115174036717,257.20772388695656,584.7596304115939,33.00160951921446,11.210199559132466,29.62266715104532,39.41422490823491,37.64052537269448,38.10113868689271,28.406947857887115,32.05096222985931,26.75204952977736,31.93842342302287,26.06940109324873,25.037635079231286,397.155055037917
Scott Bolton,1973-12-12,49,2,1,213473,Rishon_LeTsiyon,hartmancrystal@white.info,Q_9g*Yhr4G,1,1929.7758370500887,1595.4373679364296,1212.5140586259909,1378.791518667173,1409.9782314837123,1572.8059342658223,1677.8795861492551,1162.354404668365,1351.1455261041283,1439.4444596410135,1483.2565258175814,1328.506482493593,122.0591032684093,126.19710369307452,165.9574900428764,151.64339231343936,172.20254763052114,138.21763542852713,141.45098168578608,153.02600670456235,160.59855035687303,139.7453926990528,166.16093478108434,102.63344956678888,1043.2626280600805
Travis Alexander,1986-06-04,36,3,0,356869,Herzliya,jay10@parker.info,3&o8oXfmyj,1,1218.6645769302486,894.8550891636104,555.0958535575289,732.6357373368298,897.8179886413798,880.2686612451772,993.2439615215908,629.8950105694244,1203.5769547556465,622.5883748870112,484.4457357630292,925.0463091477058,89.45008523785802,96.36617106802026,95.63388693761748,79.18197095636509,93.03862460009788,81.71526359516099,113.0569228813642,90.05176982976633,80.18256871393866,111.22039991600803,100.32242545623632,91.40316555296774,643.6261281981008
Jeffrey Lawrence,1978-02-07,44,5,1,440569,Tel_Aviv_Yaffo,joseph71@yahoo.com,XW(Z4l&l!6,1,1734.1825048606577,1539.4105922394583,1107.0157549279554,1179.9362063012727,1355.0450453673584,1274.4017288174568,1554.6127849760535,1363.82030268677,1359.6755666062904,1319.9620758180145,1198.0097024743145,1684.8320862253422,208.46247572163517,145.06209429132346,191.4337395200085,169.78499766689075,160.8526638384401,173.99837889446349,176.4850806467739,175.45716453299178,187.3397346559801,168.24079211224642,181.96688809723963,148.879541649417,1379.2372393145492
Kristen Riddle,1998-12-19,24,0,0,237487,Ramat_HaSharon,davidfranklin@yahoo.com,%(0C(LhW#A,1,766.3920406473803,1229.7415360909322,433.7419371275502,651.1377984562827,701.399892936193,657.2901616956997,805.8316437589023,493.07631566933264,866.0200319086923,229.9862599517831,533.6120960757346,611.3503908930066,43.688051346196886,70.17705938018483,73.09712943432784,117.32536453497084,71.47876894928864,59.01225962535435,72.52341853663317,41.32630125004656,99.44257201065304,47.708771057719055,56.18297538071938,50.00493859896012,685.9694662004908
Steven Cook,1993-04-13,29,1,1,260825,Petah_Tikva,zrhodes@crawford.org,Z@N2*9ZLnr,1,714.4726383074678,420.3389361217212,223.4704237047665,331.0441448151198,349.6292275447474,389.1939163886448,469.54022163024246,181.16754061090305,454.6468036714098,297.5936597801329,328.00263010480177,509.5666584006669,20.150175458792557,36.39121648544989,41.82999467659271,32.4793491812042,37.05229193425255,30.827009807015976,33.6042284881719,38.03068492461607,48.01433222477752,30.7831383636118,43.46900303581759,37.62634360101811,623.889107964146
Jennifer Moody,1985-09-05,37,2,1,298352,Tel_Aviv_Yaffo,ebonybrady@hotmail.com,*5iHs3Y9*A,1,590.7604577920973,552.673957415675,254.96259558889236,534.4140737713976,411.998256622747,533.3180940511081,522.7162713921614,219.89611443219104,454.5750048054226,323.83950040571256,380.67519346619576,518.8962943014259,44.08101862142782,37.12483946538009,39.85332348412288,47.79279561310913,32.42356053506602,29.892541990100085,36.113770639041824,39.25726924783639,44.44294429480632,45.123739148517295,52.00273073330964,44.43395162343254,1029.0339208431812
Carlos Lambert,1993-12-02,29,1,1,468908,Tel_Aviv_Yaffo,deanna93@hill.org,e5gCMzQj_0,1,1254.8251443036168,1309.0118099296965,472.1976348768901,844.0162455325002,784.4076357540685,1180.6214056921372,1535.9265236325436,667.0020989446703,1227.7257147687287,961.7075063433324,920.9131433364632,1300.7293466983654,124.44708951844632,95.84805787344403,115.23532567692652,188.44709772652453,106.85461881728756,140.5933379908557,58.31788814442739,95.68503128248211,147.8623914536871,106.3423561364674,136.7019496259949,113.5341623976591,1090.0910413391362
James Powell,1964-04-17,58,3,1,379329,Rishon_LeTsiyon,michaela23@gmail.com,i6IZS#@G)w,1,1785.6844771716746,1817.566917298576,1305.300458385024,1776.5180840003,2206.3956880365995,1754.1697478906033,1743.8841657675762,1561.8048715789992,1913.7316220886537,1302.154858483427,1847.144639297377,2213.2099831810065,158.64692999152396,156.16303755029296,157.15441547979688,187.61197062506136,129.1255268840644,153.69828126720995,145.62328540798785,170.81381693043335,150.66216203170646,177.10254751045133,154.2795573856441,165.99963014044857,1302.314240649068
Erin Brown,1963-08-13,59,1,1,436956,Rishon_LeTsiyon,oliverstacy@young-holland.biz,+g6neWbEh1,1,707.4055526276973,587.6667963168611,329.0572229680316,395.8233488630957,443.4242556736452,443.59974158119184,545.1732723993922,224.1278777991723,538.4943550199446,466.8918861889513,475.1875861885035,642.2156426011463,23.04471910546137,44.18157780944265,20.56040121108234,33.08652809391691,42.63158175506417,35.8471021053461,33.34913391158134,29.240540556111743,42.20521338671064,32.50527188674812,38.71443308802168,41.82218810587041,923.247369779383
Terrance Oconnor,1979-07-23,43,2,1,450825,Ramat_HaSharon,morrisevelyn@yahoo.com,*YwMNSi5V3,1,1520.560780367933,1775.793550104331,1017.6946170279416,1332.2556765184768,1517.1313049052196,1380.5560105380257,1408.1349843365128,1350.3190997428633,1334.8261911824018,1165.693951962761,1278.9033491976843,1415.2649275634626,111.39162644932271,86.35622253076481,146.75272106390668,113.0284905755752,150.1620577029134,145.0546994277614,167.34258107577796,128.09906855174074,136.2264924951658,137.09360100922163,148.29705947307926,158.19391041374678,701.3505929302096
Melanie Dickerson,1970-12-01,52,0,1,300550,Tel_Aviv_Yaffo,portiz@perry.com,Yr37mXux@9,1,1175.809022050744,1088.0311429508265,628.4646811329325,839.8268439757101,1057.1743541003193,1087.6210339101603,989.8459892213624,740.4218058931061,1046.3004041559657,747.8585737504848,682.459397464346,1080.2076189336135,51.11771875915159,63.37288782489573,122.0134524884995,105.7399393752268,42.226294145615554,46.46252090962042,53.6759530773157,57.016231678901775,54.73509738379593,72.79229179962991,69.62833147497248,115.04896167885803,990.2034599010728
James Payne,1966-04-30,56,2,1,451244,Tel_Aviv_Yaffo,rothandrea@dean.info,j%%_q3UeSN,1,1359.25664937162,884.6802212648512,583.4559157843856,785.7611902734512,752.8777695952042,867.7246587281664,1021.4814446256422,630.3013035371564,853.5573366124952,723.4036057321721,839.3793496622174,1023.679909275529,96.8040068297517,68.75555116649704,91.77879698038606,87.57120527894261,70.81354739598403,78.89616810321235,78.80282320276974,78.6023388801714,72.69053153512003,65.59641261748055,70.97451091229115,91.13525469104486,1276.200157763599
Dominic Khan,1993-06-15,29,3,1,421097,Petah_Tikva,pchung@yahoo.com,d&J2mJkwo2,1,537.1541179637874,690.4893094582661,84.08943820460723,300.00834912202606,451.5270379437028,391.7830648386735,502.4932982328163,386.9014663324246,408.06266869947626,234.72440129587036,325.8211878968567,523.9933758358817,48.18049281011812,55.56083147167882,47.705313367172366,48.03568440361898,54.4036638699753,38.71480719388762,47.707572047999726,57.10087770232569,54.92712121686657,40.86863411968862,46.89055429906748,51.208586073125325,680.8347762689953
Micheal Alexander,1981-11-16,41,2,1,428992,Tel_Aviv_Yaffo,wsmith@yahoo.com,3(WY8GtO$m,1,1813.404491095215,1402.3188670463646,979.4393714822854,1417.356697994457,1111.0765651736176,1391.7560837625883,1566.604832214758,1203.793179261193,1129.583944823982,1324.6839820647358,1214.6256163620562,1799.8017478194142,162.68594050239452,112.38177037710616,133.01375349322825,156.64266590949086,123.32941924857874,139.70709088667792,136.53197150709698,135.43674910430556,192.0578717668956,150.5767414094409,117.99447792855143,150.1043506632977,1133.044476413519
